CustomerID,City,NoOfChildren,MinAgeOfChild,MaxAgeOfChild,Tenure,FrquncyOfPurchase,NoOfUnitsPurchased,FrequencyOFPlay,NoOfGamesPlayed,NoOfGamesBought,FavoriteChannelOfTransaction,FavoriteGame,TotalRevenueGenerated
2606,1,3,3,7,362,8,6,3084,132,8,Uniform,Uniform,102.5
2607,1,2,2,5,184,10,9,346,22,10,Uniform,Uniform,100
2608,1,2,8,9,446,20,19,992,79,17,Favorite,Uniform,207.97
2609,1,2,6,8,316,7,7,698,29,3,Favorite,Uniform,113.96
2610,1,2,6,11,356,45,34,1547,59,45,Favorite,Uniform,407.5
2611,1,2,4,7,423,11,11,2459,161,11,Uniform,Uniform,107.5
2612,1,1,7,7,286,16,12,275,42,16,Uniform,Uniform,125
2613,1,1,8,8,434,13,13,1149,84,13,Favorite,Favorite,172.5
2614,1,1,4,4,459,16,13,1410,221,14,Uniform,Uniform,122.98
2615,1,2,4,5,392,13,14,1915,73,0,Favorite,Uniform,206.39
2616,1,2,4,5,432,22,21,2248,202,22,Favorite,Uniform,265
2617,1,2,2,6,375,17,17,763,57,17,Favorite,Uniform,128.5
2618,1,2,2,5,371,13,11,1850,52,13,Favorite,Uniform,155
2619,1,4,3,7,347,13,13,1161,109,13,Favorite,Uniform,150
2620,1,2,4,7,219,15,15,653,56,15,Favorite,Uniform,117.5
2621,1,2,3,6,469,5,5,602,52,5,Favorite,Uniform,102.49
2622,1,2,6,113,187,10,9,731,39,10,Uniform,Uniform,115
2623,1,3,4,9,452,24,20,1742,56,22,Favorite,Uniform,167.48
2624,1,4,2,7,366,28,18,4240,295,27,Uniform,Uniform,126.74
2625,1,1,8,8,270,19,16,118,17,11,Favorite,Uniform,342.49
2626,1,3,6,8,378,20,20,1757,119,20,Favorite,Uniform,155
2627,2,1,9,9,335,12,12,181,24,12,Favorite,Uniform,135.41
2628,1,3,4,8,342,13,13,263,19,13,Favorite,Uniform,100
2629,1,2,3,5,366,18,11,138,34,18,Uniform,Uniform,137.5
2630,1,3,4,10,380,14,14,1515,67,10,Favorite,Uniform,158.16
2631,1,2,5,10,300,23,22,2242,85,23,Favorite,Uniform,172.5
2632,1,2,5,8,320,14,12,194,15,14,Favorite,Uniform,115
2633,1,4,6,9,310,12,12,856,44,10,Favorite,Uniform,133.48
2634,1,2,2,4,386,12,11,4080,110,9,Favorite,Uniform,165.47
2635,1,2,5,8,244,12,10,1660,80,12,Uniform,Uniform,100
2636,1,1,4,4,138,12,12,1206,33,12,Favorite,Uniform,130
2637,1,5,3,8,310,27,14,1174,57,27,Favorite,Uniform,172.5
2638,1,3,3,8,460,18,18,1920,94,18,Favorite,Uniform,127.5
2639,1,3,7,11,361,19,17,1520,118,13,Favorite,Uniform,292.5
2640,1,2,5,7,389,8,8,3429,84,8,Favorite,Uniform,145
2641,1,3,3,6,435,15,15,6588,214,9,Favorite,Uniform,230.07
2642,1,1,4,4,397,16,15,796,80,16,Favorite,Uniform,142.5
2643,1,4,6,17,443,24,18,2693,151,17,Uniform,Uniform,322
2644,1,3,3,8,331,11,9,481,43,7,Uniform,Uniform,115.89
2645,1,2,3,5,386,20,16,2674,139,20,Uniform,Uniform,105
2646,1,2,4,6,367,32,29,226,22,24,Favorite,Uniform,392.78
2647,1,1,5,5,387,16,16,361,28,16,Favorite,Uniform,135.5
2648,1,1,6,6,287,10,10,1199,68,5,Favorite,Uniform,134.99
2649,1,4,2,7,108,8,8,1274,37,8,Favorite,Uniform,117.5
2650,1,1,5,5,304,10,10,1146,53,9,Favorite,Uniform,117.49
2651,1,2,4,7,220,21,14,439,102,21,Favorite,Uniform,135
2652,1,2,6,8,450,41,36,3589,330,39,Favorite,Uniform,297.48
2653,1,2,3,6,416,11,10,2836,81,11,Favorite,Uniform,105
2654,1,2,4,6,267,36,36,1387,171,27,Favorite,Uniform,467.11
2655,1,1,5,5,470,11,10,5271,91,11,Favorite,Uniform,105
2656,1,1,7,7,234,13,12,3776,122,13,Favorite,Uniform,167.5
2657,1,3,4,7,341,14,9,28,7,14,Uniform,Uniform,130
2658,1,3,7,10,394,6,6,888,18,0,Favorite,Uniform,180
2659,1,2,4,113,262,10,9,465,36,8,Favorite,Favorite,120.48
2660,1,3,2,6,392,9,9,1958,79,3,Favorite,Uniform,167.94
2661,1,3,2,7,329,13,13,2633,198,13,Favorite,Uniform,117.5
2662,1,2,6,8,397,19,19,1601,225,19,Favorite,Uniform,176.9
2663,1,3,4,8,436,23,23,1384,89,23,Favorite,Uniform,250
2664,1,1,9,9,298,8,8,221,13,8,Favorite,Uniform,100
2665,1,2,7,7,220,21,18,1881,98,21,Favorite,Uniform,180
2666,1,1,4,4,219,8,8,487,17,8,Favorite,Uniform,100
2667,1,1,7,7,379,23,17,1130,111,23,Uniform,Uniform,140
2668,1,2,6,8,471,10,12,2837,61,2,Uniform,Uniform,192.5
2669,1,2,5,9,302,12,12,350,36,12,Favorite,Uniform,130
2670,1,1,6,6,138,11,10,648,54,11,Favorite,Uniform,142.5
2671,1,2,6,9,369,17,13,1587,137,17,Favorite,Uniform,132.5
2672,1,2,5,9,220,12,12,47,19,12,Favorite,Uniform,107.52
2673,1,2,3,5,405,24,24,2222,373,24,Favorite,Uniform,227.53
2674,2,2,5,7,250,10,10,2502,148,10,Favorite,Uniform,116.8
2675,2,4,3,7,453,16,14,2539,91,16,Favorite,Uniform,158.26
2676,1,1,6,6,402,21,14,2917,89,21,Uniform,Uniform,102.75
2677,1,2,4,8,431,16,15,2660,143,14,Uniform,Uniform,224.99
2678,1,2,6,10,278,20,18,381,73,19,Uniform,Uniform,170
2679,1,3,3,6,377,18,18,177,25,16,Favorite,Uniform,179.23
2680,1,2,5,7,452,9,8,1331,56,9,Favorite,Uniform,120
2681,1,2,3,8,386,30,19,505,42,26,Favorite,Uniform,209.95
2682,1,1,6,6,222,10,10,778,59,10,Favorite,Uniform,130
2683,1,1,5,5,395,11,10,1900,67,8,Uniform,Uniform,142.47
2684,1,1,9,9,194,21,21,2428,107,21,Favorite,Uniform,280
2685,1,1,7,7,142,9,9,88,18,9,Favorite,Uniform,110
2686,1,2,6,8,460,17,16,1344,143,14,Favorite,Uniform,190.98
2687,1,2,4,6,462,13,12,770,21,13,Favorite,Uniform,134.75
2688,1,3,4,9,368,33,22,196,50,33,Favorite,Uniform,175
2689,1,2,1,5,205,15,15,1271,98,15,Favorite,Uniform,150
2690,1,2,2,5,411,9,9,874,40,5,Favorite,Uniform,199.99
2691,1,1,4,4,333,13,13,2,1,2,Favorite,Favorite,223.19
2692,1,2,5,8,364,29,21,3089,123,29,Favorite,Uniform,217.51
2693,1,2,5,7,438,14,14,153,38,14,Favorite,Uniform,107.5
2694,1,2,4,8,265,12,11,1462,212,10,Uniform,Uniform,110.65
2695,1,2,5,8,410,32,29,4162,266,32,Favorite,Uniform,220
2696,1,3,3,7,428,17,17,1325,137,17,Favorite,Uniform,180
2697,1,1,5,5,420,11,11,1831,135,11,Favorite,Uniform,145
2698,1,2,5,7,335,15,15,869,112,15,Favorite,Uniform,153.75
2699,1,2,5,6,231,33,29,381,50,33,Favorite,Uniform,263.75
2700,1,2,5,7,264,13,13,3440,198,11,Favorite,Uniform,101
2701,1,2,4,6,311,12,12,777,14,12,Favorite,Uniform,130
2702,1,2,5,9,226,23,23,192,46,23,Favorite,Uniform,210
2703,1,2,5,7,433,12,12,2635,99,10,Uniform,Uniform,107.23
2704,1,2,5,7,437,8,8,952,72,8,Favorite,Uniform,122.5
2705,1,2,8,8,155,15,14,145,15,13,Uniform,Uniform,146.28
2706,1,2,4,5,456,36,25,3403,159,36,Favorite,Uniform,215
2707,1,2,4,6,402,10,9,2657,171,10,Favorite,Uniform,105
2708,1,1,4,4,455,25,25,2456,119,24,Favorite,Uniform,372.99
2709,1,2,5,7,207,18,18,634,78,18,Favorite,Uniform,154.25
2710,1,3,2,9,314,15,8,159,15,15,Favorite,Uniform,112.5
2711,1,4,2,9,463,19,19,2211,95,19,Favorite,Uniform,143.5
2712,1,1,7,7,437,28,24,687,78,26,Uniform,Uniform,229.98
2713,1,2,4,6,368,15,15,3866,162,15,Uniform,Uniform,100.04
2714,1,2,5,5,370,12,10,1084,100,12,Uniform,Uniform,102.5
2715,1,2,4,6,469,30,26,10050,329,30,Favorite,Uniform,154.12
2716,1,2,4,7,395,18,18,961,121,18,Favorite,Uniform,260
2717,1,3,4,8,304,10,9,1051,27,8,Uniform,Uniform,102.49
2718,1,2,4,6,106,16,16,375,41,8,Uniform,Uniform,265.52
2719,1,2,7,8,356,19,15,6901,239,19,Uniform,Uniform,187.5
2720,1,2,5,113,207,11,11,376,40,11,Favorite,Uniform,120
2721,1,2,4,7,174,21,16,1797,109,21,Favorite,Uniform,132.5
2722,1,3,2,5,415,36,36,3346,213,36,Favorite,Uniform,312.5
2723,1,3,5,8,368,27,14,291,14,27,Uniform,Uniform,105
2724,1,2,4,6,225,13,13,583,46,5,Favorite,Uniform,269.98
2725,1,1,5,5,404,8,8,901,68,8,Favorite,Uniform,102.5
2726,1,2,5,5,237,18,18,1757,81,18,Favorite,Uniform,147.5
2727,1,3,4,7,221,15,11,191,30,15,Favorite,Uniform,155
2728,1,2,2,5,378,13,13,534,44,13,Favorite,Uniform,142.5
2729,1,1,8,8,366,13,13,333,48,13,Favorite,Uniform,115
2730,1,2,4,6,250,26,22,3469,182,26,Favorite,Uniform,247.5
2731,1,1,5,5,397,29,26,214,33,20,Favorite,Uniform,456.66
2732,1,1,7,7,206,8,8,1208,58,8,Favorite,Uniform,110
2733,1,1,7,7,351,11,11,155,27,10,Favorite,Uniform,122.49
2734,1,2,5,6,312,8,8,1580,34,8,Favorite,Uniform,105
2735,1,3,7,14,260,11,10,175,40,4,Favorite,Uniform,244.46
2736,1,1,8,8,332,10,8,129,6,6,Favorite,Uniform,105.45
2737,1,2,3,6,343,24,24,626,104,24,Favorite,Uniform,301.12
2738,1,2,2,5,470,29,27,3179,303,21,Favorite,Uniform,302.65
2739,1,2,6,7,345,9,11,2712,197,7,Favorite,Uniform,112.46
2740,1,3,5,20,362,29,29,3539,302,27,Favorite,Uniform,384.97
2741,1,2,4,6,270,10,10,836,92,8,Favorite,Uniform,106.71
2742,1,3,2,7,235,2,2,20,6,1,Favorite,Uniform,139.99
2743,1,2,4,8,318,9,9,399,36,7,Uniform,Uniform,103.14
2744,1,2,4,5,347,8,8,838,23,8,Favorite,Favorite,110
2745,1,2,6,8,120,7,7,125,19,7,Favorite,Favorite,125
2746,1,3,7,11,433,18,17,599,60,18,Favorite,Uniform,212.5
2747,1,2,2,7,366,17,13,766,101,17,Favorite,Uniform,107.5
2748,1,1,4,4,229,2,2,1366,23,0,Favorite,Uniform,119.99
2749,1,2,3,5,420,18,15,2096,94,16,Uniform,Uniform,109.98
2750,1,2,2,7,470,21,21,468,48,21,Favorite,Uniform,170.12
2751,1,1,7,7,243,16,14,559,19,16,Favorite,Favorite,172.25
2752,1,3,3,20,373,30,22,925,105,30,Uniform,Uniform,135
2753,1,2,5,11,358,19,19,3299,150,19,Favorite,Uniform,220
2754,1,2,5,5,111,13,13,288,8,10,Favorite,Uniform,152.68
2755,1,2,4,7,367,20,17,943,67,19,Favorite,Uniform,122.51
2756,1,3,4,20,351,21,22,158,26,3,Favorite,Uniform,304.43
2757,1,2,6,8,364,13,13,1207,98,13,Favorite,Uniform,177.5
2758,1,3,7,10,457,13,13,1064,149,13,Favorite,Uniform,197.5
2759,1,2,6,10,326,12,10,776,41,6,Favorite,Uniform,132.43
2760,1,3,2,6,420,40,35,3360,87,38,Favorite,Uniform,404.58
2761,1,4,3,9,445,33,33,4205,322,31,Favorite,Uniform,400.98
2762,1,1,5,5,394,12,12,2786,91,12,Favorite,Uniform,129.94
2763,1,3,4,6,421,27,18,6865,244,27,Uniform,Uniform,105
2764,1,3,5,5,433,37,37,6743,586,31,Favorite,Uniform,750.96
2765,1,4,5,12,441,14,11,825,38,14,Favorite,Uniform,135
2766,1,3,1,6,463,24,17,1616,201,24,Favorite,Uniform,173.77
2767,1,1,7,7,410,10,10,561,98,10,Favorite,Uniform,152.5
2768,1,1,6,6,303,13,12,644,47,12,Uniform,Uniform,128.01
2769,1,2,4,7,460,28,21,1903,190,28,Uniform,Uniform,195.01
2770,1,2,4,5,157,9,9,195,15,3,Uniform,Uniform,246.52
2771,1,3,4,7,380,17,16,931,58,17,Uniform,Uniform,151.28
2772,1,2,3,6,398,16,16,7306,270,14,Favorite,Uniform,108
2773,1,1,9,9,103,31,25,1040,100,31,Uniform,Uniform,227.51
2774,1,3,3,8,406,18,13,1649,124,16,Favorite,Uniform,129.88
2775,1,3,5,9,168,20,20,36,16,20,Favorite,Uniform,222.5
2776,1,2,8,10,155,9,9,388,33,9,Favorite,Favorite,110
2777,1,1,5,5,427,23,23,1597,185,20,Favorite,Uniform,267.48
2778,1,3,5,8,140,18,13,1414,59,15,Favorite,Uniform,163.13
2779,1,1,6,6,265,19,18,3367,231,15,Uniform,Uniform,178.66
2780,1,2,6,8,119,15,12,235,21,15,Favorite,Favorite,150
2781,1,2,5,9,251,13,12,4837,207,11,Favorite,Uniform,114.98
2782,1,2,5,7,203,11,11,568,22,11,Favorite,Uniform,101
2783,1,1,4,4,353,12,12,133,24,8,Favorite,Favorite,110.46
2784,1,2,5,6,331,19,16,519,11,16,Uniform,Uniform,173.68
2785,1,2,4,7,462,21,17,1440,55,21,Favorite,Uniform,150
2786,1,2,6,8,337,41,25,321,23,41,Favorite,Uniform,245
2787,1,3,4,9,400,21,16,1802,67,19,Favorite,Uniform,139.79
2788,1,2,6,6,433,17,12,1347,107,17,Uniform,Uniform,105.02
2789,1,3,4,7,270,8,9,863,37,2,Favorite,Uniform,129.95
2790,2,3,4,7,376,23,23,3774,300,23,Favorite,Uniform,213.7
2791,1,2,3,7,331,7,7,28,18,7,Favorite,Uniform,100
2792,1,2,3,6,269,17,17,444,59,13,Favorite,Uniform,147.22
2793,1,2,8,11,193,10,10,401,38,4,Favorite,Uniform,125.48
2794,1,3,5,8,212,20,22,4723,198,19,Favorite,Uniform,217.46
2795,1,2,2,5,238,20,15,1468,61,20,Favorite,Uniform,106.25
2796,1,2,7,8,380,23,23,4595,233,23,Favorite,Uniform,247.5
2797,1,1,5,5,457,22,18,2518,164,21,Favorite,Uniform,159.99
2798,1,1,5,5,463,8,8,1289,62,4,Uniform,Uniform,112.97
2799,1,3,6,12,371,21,21,2595,128,21,Favorite,Uniform,236.5
2800,1,2,4,5,197,20,18,821,66,18,Favorite,Uniform,152.98
2801,1,2,7,9,381,8,8,429,33,2,Favorite,Uniform,200
2802,1,3,4,7,294,4,12,43,6,0,Favorite,Favorite,479.97
2803,1,1,7,7,467,14,14,1287,50,14,Favorite,Uniform,115.9
2804,1,2,7,19,271,8,8,71,26,1,Favorite,Favorite,137.98
2805,1,1,6,6,254,13,13,3597,73,12,Favorite,Uniform,182.49
2806,1,2,3,4,312,6,6,56,9,3,Favorite,Uniform,123.64
2807,1,2,3,6,367,10,10,81,7,4,Favorite,Favorite,187.19
2808,1,3,4,6,457,85,76,2515,289,85,Favorite,Uniform,752.25
2809,1,2,3,6,418,16,15,5698,171,16,Favorite,Uniform,185
2810,1,2,5,8,439,13,13,616,42,13,Favorite,Uniform,125
2811,1,2,3,6,157,6,6,131,51,1,Favorite,Uniform,131.34
2812,1,1,6,6,366,9,9,1188,16,2,Favorite,Uniform,211.12
2813,1,1,5,5,353,8,8,1,1,0,Favorite,Favorite,106.8
2814,1,2,4,7,156,14,14,483,44,14,Favorite,Uniform,135
2815,1,2,6,6,466,20,20,2184,401,20,Favorite,Uniform,136.26
2816,1,2,8,22,264,18,15,734,29,12,Favorite,Uniform,265.01
2817,1,2,5,7,377,9,9,225,45,6,Favorite,Favorite,142.97
2818,1,1,8,8,372,17,17,2296,76,15,Favorite,Uniform,205.24
2819,1,2,5,7,140,14,14,1076,47,8,Favorite,Uniform,177.74
2820,1,6,3,11,233,16,15,395,62,16,Favorite,Uniform,172.5
2821,2,1,5,5,426,12,11,5917,297,12,Uniform,Uniform,102.29
2822,1,3,6,21,408,7,7,77,23,0,Favorite,Uniform,131.42
2823,1,4,5,8,392,36,32,23746,287,29,Favorite,Uniform,501.72
2824,1,2,5,7,363,7,7,1299,83,7,Favorite,Uniform,170
2825,1,2,4,7,431,8,8,3203,80,8,Favorite,Uniform,102.5
2826,1,2,5,7,353,19,16,520,49,19,Favorite,Uniform,137.75
2827,1,2,5,8,370,15,9,2979,115,15,Favorite,Uniform,100
2828,1,2,5,10,354,17,16,444,62,16,Favorite,Uniform,125.49
2829,1,3,5,7,416,24,20,680,41,24,Favorite,Uniform,185
2830,1,1,4,4,339,14,13,1353,126,14,Favorite,Uniform,112.5
2831,1,3,5,5,336,12,13,378,10,3,Favorite,Uniform,196.68
2832,1,3,3,7,373,34,25,2235,167,34,Favorite,Uniform,175
2833,1,2,6,8,359,25,20,163,22,22,Favorite,Uniform,217.46
2834,1,2,5,113,332,13,13,266,37,13,Favorite,Uniform,127.51
2835,1,3,3,113,407,26,25,4457,313,24,Favorite,Uniform,212.51
2836,1,2,3,5,437,10,10,1706,58,10,Favorite,Uniform,132.5
2837,1,4,2,14,422,18,15,994,70,18,Favorite,Uniform,120.01
2838,1,2,5,6,236,16,22,727,20,8,Favorite,Uniform,444.23
2839,1,3,3,20,323,15,15,4331,221,15,Favorite,Uniform,132.5
2840,1,3,8,12,371,17,13,212,20,17,Uniform,Uniform,132.51
2841,1,3,6,15,239,12,12,999,185,12,Favorite,Uniform,107.52
2842,1,2,5,9,430,12,12,486,29,12,Favorite,Uniform,115
2843,1,3,2,7,458,21,17,1497,90,17,Favorite,Uniform,226.86
2844,1,1,6,6,448,10,10,649,50,10,Favorite,Uniform,112.5
2845,1,3,2,7,413,34,27,1569,187,34,Uniform,Uniform,220.02
2846,1,2,3,6,371,17,11,94,30,12,Uniform,Uniform,148.97
2847,1,2,8,10,346,14,13,3087,188,14,Favorite,Uniform,140
2848,1,3,6,11,306,21,14,299,38,21,Favorite,Uniform,167.5
2849,1,2,3,4,345,10,9,287,17,10,Favorite,Uniform,125
2850,1,2,4,7,335,13,10,97,31,8,Uniform,Uniform,128.72
2851,1,4,3,7,156,13,13,803,71,13,Favorite,Uniform,175
2852,1,2,5,7,394,14,14,5509,177,14,Favorite,Uniform,112.5
2853,1,2,4,7,420,20,20,1289,35,20,Favorite,Uniform,220
2854,1,4,2,5,442,13,13,2242,117,13,Favorite,Uniform,130
2855,1,2,5,8,404,26,21,779,57,26,Favorite,Uniform,180
2856,1,1,6,6,471,19,16,297,31,19,Favorite,Uniform,156.25
2857,1,2,5,9,224,34,20,1412,187,34,Favorite,Uniform,182.51
2858,1,1,8,8,362,5,9,0,0,0,Favorite,NONE,189.97
2859,1,3,6,10,178,11,9,133,4,11,Favorite,Favorite,175
2860,1,2,4,6,365,10,9,499,54,6,Uniform,Uniform,197.5
2861,1,2,7,9,343,3,3,0,0,2,Uniform,NONE,137.5
2862,1,3,5,8,396,20,20,481,110,20,Favorite,Uniform,187.5
2863,1,2,6,9,347,12,12,1760,122,12,Favorite,Uniform,114.25
2864,1,2,5,5,457,14,11,484,47,14,Favorite,Uniform,155
2865,1,1,5,5,465,26,21,1567,93,26,Uniform,Uniform,202.51
2866,1,2,6,8,172,23,21,1163,50,17,Favorite,Uniform,342.5
2867,1,3,6,6,346,18,16,2930,150,9,Favorite,Uniform,229.56
2868,1,1,7,7,434,10,10,1026,87,7,Favorite,Uniform,158.97
2869,1,2,5,7,244,10,10,4234,159,10,Favorite,Uniform,137.5
2870,1,3,4,9,334,19,15,996,65,16,Favorite,Uniform,187.22
2871,1,3,4,9,192,12,11,256,27,5,Favorite,Uniform,232.96
2872,1,2,6,6,384,15,15,3420,100,15,Favorite,Uniform,185
2873,1,2,6,7,289,13,12,662,91,13,Favorite,Uniform,107.51
2874,1,2,3,6,396,37,36,975,150,31,Favorite,Uniform,313.43
2875,1,5,5,113,326,10,10,1433,37,10,Favorite,Uniform,120
2876,1,4,2,10,424,3,3,1421,65,1,Favorite,Uniform,107.98
2877,1,2,4,7,433,14,14,2153,86,14,Favorite,Uniform,155
2878,1,2,6,8,455,13,12,3771,117,13,Favorite,Uniform,115
2879,1,2,7,12,452,8,7,706,67,8,Favorite,Uniform,125
2880,1,2,5,8,366,28,21,1481,55,28,Uniform,Uniform,150
2881,1,2,5,8,334,26,22,1470,85,20,Favorite,Uniform,412.49
2882,1,1,5,5,434,36,26,2610,259,36,Favorite,Uniform,207.5
2883,1,2,5,7,344,17,17,3114,170,15,Favorite,Uniform,173
2884,1,2,5,9,367,15,15,904,86,15,Favorite,Uniform,167.5
2885,1,3,5,8,362,8,9,284,47,3,Favorite,Uniform,109.44
2886,1,1,6,6,427,7,7,536,94,7,Favorite,Uniform,115
2887,1,2,3,6,107,9,6,826,28,6,Uniform,Uniform,103.66
2888,1,4,3,9,291,12,12,767,40,9,Favorite,Uniform,134.38
2889,1,3,6,6,464,56,39,188,53,56,Favorite,Uniform,365
2890,1,4,1,8,368,11,10,299,12,11,Favorite,Uniform,100
2891,1,2,3,5,458,12,12,611,60,12,Favorite,Uniform,105
2892,1,2,4,6,434,13,13,2317,55,13,Uniform,Uniform,100.04
2893,1,2,6,8,374,20,16,1940,116,20,Favorite,Uniform,142.5
2894,1,2,5,9,390,26,22,481,47,19,Favorite,Uniform,248.97
2895,1,2,4,8,402,15,15,1028,106,9,Favorite,Uniform,257.5
2896,1,4,4,8,200,10,8,4073,93,9,Uniform,Uniform,107.99
2897,1,1,7,7,310,10,10,58,21,10,Favorite,Favorite,108.5
2898,1,2,6,8,315,16,16,1170,58,16,Favorite,Uniform,167.51
2899,1,2,5,5,179,13,10,1288,50,13,Favorite,Uniform,117.5
2900,1,1,6,6,369,17,17,1033,70,17,Favorite,Uniform,155
2901,1,2,4,6,425,14,12,1802,68,14,Favorite,Uniform,190
2902,1,6,0,6,439,14,14,2952,126,14,Favorite,Uniform,185
2903,1,1,4,4,453,11,11,1588,38,11,Favorite,Uniform,104
2904,1,1,5,5,288,11,11,1584,92,11,Favorite,Uniform,122.5
2905,1,1,6,6,453,13,13,131,18,13,Favorite,Uniform,130
2906,1,1,5,5,240,18,18,758,61,18,Favorite,Uniform,158.5
2907,1,3,4,6,367,22,17,3728,64,22,Uniform,Uniform,207.5
2908,1,2,6,9,395,16,16,407,112,12,Favorite,Uniform,153.96
2909,1,3,5,10,337,11,11,1210,43,9,Favorite,Uniform,122.48
2910,1,2,5,6,312,23,20,2991,64,21,Uniform,Uniform,190.48
2911,1,1,3,3,392,11,11,443,16,9,Favorite,Uniform,140.98
2912,1,1,7,7,448,21,21,1440,184,21,Favorite,Uniform,142.53
2913,1,4,5,10,409,16,16,2184,159,13,Favorite,Uniform,236.9
2914,1,2,5,6,363,19,19,2120,125,19,Uniform,Uniform,155.02
2915,1,2,4,8,244,15,12,316,12,15,Uniform,Uniform,118
2916,1,3,2,8,343,23,22,2754,216,23,Favorite,Uniform,182.52
2917,1,5,2,9,400,22,21,2146,105,18,Favorite,Uniform,304.99
2918,1,2,6,8,214,16,13,724,42,16,Favorite,Uniform,195
2919,1,3,3,10,389,19,19,1821,84,19,Favorite,Uniform,212
2920,1,1,7,7,346,13,12,191,41,10,Uniform,Uniform,126.13
2921,1,2,1,4,459,20,16,2220,134,19,Favorite,Uniform,121.24
2922,1,1,6,6,450,9,9,223,35,9,Favorite,Favorite,105
2923,1,2,3,5,372,14,10,983,54,14,Favorite,Uniform,105
2924,1,3,1,8,386,11,10,1292,122,11,Favorite,Uniform,110
2925,1,1,5,5,341,11,9,321,21,11,Uniform,Favorite,100
2926,1,2,6,7,320,14,14,695,66,8,Uniform,Uniform,201.59
2927,1,2,3,5,412,10,10,1452,48,5,Favorite,Uniform,127.65
2928,1,2,4,7,256,11,11,3008,109,11,Favorite,Uniform,102.51
2929,1,3,2,8,362,28,20,3051,190,28,Favorite,Uniform,145
2930,1,1,6,6,377,29,29,3247,189,28,Favorite,Uniform,283.4
2931,1,3,7,9,381,10,10,2083,176,10,Favorite,Uniform,120
2932,1,2,5,7,354,13,10,346,50,6,Uniform,Uniform,229.9
2933,1,1,8,8,447,21,21,982,28,21,Favorite,Uniform,275
2934,1,2,2,5,458,29,21,2112,137,28,Favorite,Uniform,161.25
2935,1,5,2,8,358,17,17,1,1,17,Favorite,Favorite,172.5
2936,1,1,7,7,391,27,26,1466,82,27,Favorite,Uniform,382.5
2937,1,1,5,5,268,23,15,157,33,23,Favorite,Uniform,170
2938,1,3,4,8,378,37,27,1418,112,30,Favorite,Uniform,303.69
2939,1,2,5,7,378,8,8,1696,139,8,Favorite,Uniform,112.51
2940,1,3,3,6,396,16,16,742,152,15,Favorite,Uniform,150
2941,1,2,5,6,382,6,6,824,98,2,Favorite,Uniform,177.49
2942,1,2,6,7,223,23,23,2818,216,23,Favorite,Uniform,257.5
2943,1,7,3,8,398,22,21,2869,206,22,Favorite,Uniform,190
2944,1,2,7,11,423,9,9,1485,75,9,Favorite,Uniform,127.47
2945,1,3,6,9,404,16,10,2062,85,12,Uniform,Uniform,106.15
2946,1,2,6,7,333,23,17,333,48,19,Favorite,Uniform,210.71
2947,1,2,3,4,386,19,18,3782,209,15,Uniform,Uniform,267.49
2948,1,4,3,11,394,20,20,1825,180,20,Favorite,Uniform,120
2949,1,3,4,9,465,13,13,1636,127,13,Favorite,Uniform,137.5
2950,1,2,4,6,355,66,45,2134,260,61,Favorite,Uniform,477.65
2951,1,4,4,17,429,12,12,1621,83,12,Favorite,Uniform,100
2952,1,1,7,7,323,13,11,454,57,10,Favorite,Uniform,128.65
2953,1,2,4,7,349,19,18,1187,70,19,Favorite,Uniform,203.62
2954,1,2,9,10,182,8,8,58,14,4,Favorite,Uniform,126.21
2955,2,2,4,9,470,13,13,777,61,13,Favorite,Uniform,146.92
2956,1,1,5,5,348,14,13,1052,31,8,Favorite,Uniform,250
2957,1,2,4,6,413,23,23,1429,121,20,Favorite,Uniform,268.23
2958,1,3,4,8,183,7,7,211,14,7,Favorite,Uniform,100
2959,1,2,4,5,414,21,15,7946,319,21,Uniform,Uniform,105.01
2960,1,2,5,7,364,5,6,50,12,0,Favorite,Favorite,116.91
2961,1,2,5,8,369,4,4,1278,58,0,Favorite,Uniform,141.21
2962,1,2,6,6,385,15,11,693,28,13,Favorite,Uniform,102.49
2963,1,1,6,6,462,28,24,1552,118,26,Uniform,Uniform,192.64
2964,1,2,3,5,368,18,18,4,6,18,Favorite,Uniform,177.5
2965,1,3,7,9,269,14,14,1812,86,14,Uniform,Uniform,112.55
2966,1,4,3,9,387,15,10,3310,125,15,Uniform,Uniform,110
2967,1,3,8,12,289,12,12,218,48,12,Favorite,Uniform,105.01
2968,1,2,4,7,436,2,2,1079,40,1,Favorite,Uniform,149.99
2969,1,3,5,10,376,10,10,1358,103,5,Favorite,Uniform,109.57
2970,1,3,6,11,392,18,18,560,27,18,Favorite,Uniform,239
2971,1,2,2,3,117,17,17,117,13,17,Favorite,Uniform,210
2972,1,2,4,6,447,28,21,3841,303,23,Uniform,Uniform,225.45
2973,1,2,6,7,441,39,27,4027,134,39,Favorite,Uniform,203.78
2974,1,2,6,8,430,32,32,2152,108,32,Favorite,Uniform,286.27
2975,1,3,4,9,371,15,12,4927,102,15,Favorite,Uniform,112.5
2976,1,1,5,5,401,24,24,1704,87,24,Favorite,Uniform,235
2977,1,2,5,7,197,9,9,1706,54,9,Favorite,Uniform,127.5
2978,1,2,5,6,303,8,8,1976,30,4,Favorite,Uniform,109.96
2979,1,2,3,5,251,14,14,3376,141,14,Favorite,Uniform,137.5
2980,1,3,1,5,371,25,21,3087,250,25,Uniform,Uniform,127.52
