Id,Model,Price,Age_06_15
627,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,95
628,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,101
629,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,98
630,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,92
631,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,99
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,98
633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,94
634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,93
635,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,101
636,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,101
637,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,100
638,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,96
639,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,102
640,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,95
641,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,93
642,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,98
643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,100
644,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,102
645,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,102
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,102
647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,91
648,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,98
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,102
650,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,99
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,102
652,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,98
653,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,92
654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,94
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,102
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,97
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,98
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,99
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,93
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,101
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,93
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,102
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,100
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,96
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,99
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,95
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,102
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,96
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,97
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,102
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,101
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,98
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,92
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,93
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,96
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,102
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,101
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,102
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,92
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,97
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,97
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,102
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,91
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,95
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,102
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,91
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,97
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,102
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,95
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,99
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,101
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,93
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,99
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,98
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,95
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,95
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,99
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,100
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,101
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,94
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,101
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,95
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,102
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,99
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,100
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,97
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,99
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,99
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,102
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,96
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,101
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,95
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,99
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,102
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,98
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,99
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,92
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,102
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,96
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,94
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,98
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,97
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,102
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,97
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,96
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,91
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,95
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,96
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,99
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,93
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,93
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,93
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,102
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,99
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,96
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,94
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,102
738, TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,99
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,96
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,102
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,96
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,101
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,102
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,98
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,96
746,TOYOTA Corolla 1.6 4/5-Doors,9750,92
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,95
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,99
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,102
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,100
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,99
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,95
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,100
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,95
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,91
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,99
757,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,93
758,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,102
759,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,96
760,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,99
761,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,102
762,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,99
763,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,96
764,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,94
765,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,99
766,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,101
767,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,101
768,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,93
769,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,94
770,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,95
771,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,91
772,TOYOTA Corolla 2.0 D Linea luna Wagon Stationwagen,10950,93
773,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,102
774,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,98
775,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,99
776,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,95
777,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,101
778,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,102
779,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,99
780,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,97
781,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,102
782,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,102
783,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,100
784,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,95
785,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,101
786,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,93
787,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8990,99
788,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,95
789,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,96
790,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,101
791,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,102
792,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8950,99
793,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,96
794,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9500,100
795,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,102
796,TOYOTA Corolla 1.6 LB LINEA LUNA 4/5-Doors,7750,102
797,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,97
798,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,11950,94
799,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,96
800,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,11950,94
801,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,102
802,TOYOTA Corolla 1.6 Linea Terra HB 2/3-Doors,9950,98
803,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,99
804,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,8995,101
805,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,95
806,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,98
807,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10950,98
808,TOYOTA Corolla 1.3 16V 2/3-Doors,8900,98
809,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,92
810,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,92
811,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,101
812,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,97
813,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9450,98
814,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,7950,91
815,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9500,93
816,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,99
817,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,10950,96
818,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,94
819,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9450,97
820,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,8000,92
821,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,101
822,TOYOTA Corolla 1.6 16v VVTi Terra Comfort 4/5-Doors,8950,96
823,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10900,94
824,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9450,93
825,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,98
826,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,99
827,TOYOTA Corolla 1.6 16v Linea Luna 2/3-Doors,10500,101
828,TOYOTA Corolla 1.3 16V L. TERRA COMFORT 2/3-Doors,6950,102
829,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,102
830,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,6950,92
831,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9650,101
832,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,102
833,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9250,92
834,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,97
835,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,9900,97
836,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10995,97
837,TOYOTA Corolla 1.6 Luna Liftback 4/5-Doors,10500,99
838,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,99
839,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,101
840,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,102
841,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9750,101
842,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,93
843,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,10500,99
844,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA AUT3 2/3-Doors,10400,102
845,TOYOTA Corolla 3drs 13i-16V 2/3-Doors,8800,102
846,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10500,95
847,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,96
848,TOYOTA Corolla 1.3 16V HATCHB S 2/3-Doors,7800,99
849,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,95
850,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10750,97
851,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,101
852,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA AUT4 4/5-Doors,9950,99
853,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,93
854,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8100,102
855,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9250,94
856,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7800,98
857,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9000,102
858,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,91
859,TOYOTA Corolla 1.3-16V Luna 2/3-Doors,8950,96
860,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,102
861,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8500,94
862,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7995,96
863,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,99
864,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9750,97
865,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,10950,99
866,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9750,101
867,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8200,94
868,TOYOTA Corolla LIFTBACK 1.6 Linea Sol 4/5-Doors,8950,102
869,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9500,100
870,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10950,92
871,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9750,100
872,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,9950,99
873,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA AUT3 2/3-Doors,10450,95
874,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9850,99
875,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9450,96
876,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10295,101
877,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9750,102
878,TOYOTA Corolla 1.6i Linea Terra HB 2/3-Doors,8950,99
879,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,102
880,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8750,100
881,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,92
882,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8500,94
883,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,96
884,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10950,91
885,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9795,102
886,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,8750,102
887,TOYOTA Corolla 1.6 HB Linea Terra 2/3-Doors,8250,99
888,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,92
889,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,96
890,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10500,93
891,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,96
892,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,11250,95
893,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,93
894,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,94
895,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,11500,102
896,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9450,91
897,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7995,99
898,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10995,93
899,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,95
900,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA AUT3 4/5-Doors,8250,101
901,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,100
902,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,99
903,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9500,96
904,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7500,99
905,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,97
906,TOYOTA Corolla LIFTBACK 1.3i Linea Luna Liftback 4/5-Doors,9950,97
907,TOYOTA Corolla 1.6 VVTi Linea Luna Lift 4/5-Doors,9750,99
908,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9450,95
909,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,99
910,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9750,102
911,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,99
912,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8250,100
913,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7750,99
914,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,94
915,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,98
916,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA AUT4 2/3-Doors,9450,100
917,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,12950,101
918,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,9950,92
919,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10495,96
920,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,7950,102
921,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA AUT4 Stationwagen,10500,97
922,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,99
923,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9900,96
924,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9995,95
925,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9950,97
926,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9950,97
927,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,101
928,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,9950,97
929,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,93
930,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA AUT4 2/3-Doors,10950,96
931,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,9250,101
932,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,97
933,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9995,91
934,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8750,95
935,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,10950,92
936,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA AUT4 4/5-Doors,10350,94
937,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,99
938,TOYOTA Corolla 1.3 Hatchback 2/3-Doors,8950,99
939,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,91
940,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,97
